Date,Open,High,Low,Close,Volume
2020-06-24,201.6043,203.25,196.56,197.84,36740647
2020-06-25,197.8,200.61,195.4675,200.34,27804128
2020-06-26,199.73,199.89,194.88,196.33,54702246
2020-06-29,195.78,198.53,193.55,198.44,26701636
2020-06-30,197.8816,204.4,197.74,203.48,34311547
2020-07-01,203.14,206.35,201.77,204.7,32072630
2020-07-02,205.68,208.02,205,206.26,29315773
2020-07-06,208.8335,211.13,208.09,210.7,32033745
2020-07-07,210.45,214.67,207.99,208.25,33601389
2020-07-08,210.07,213.26,208.69,212.83,33601710
2020-07-09,216.33,216.38,211.47,214.32,33121731
2020-07-10,213.62,214.08,211.08,213.67,26178433
2020-07-13,214.48,215.8,206.5,207.07,38135915
2020-07-14,206.13,208.85,202.03,208.35,37606368
2020-07-15,209.56,211.33,205.03,208.04,32230733
2020-07-16,205.4,205.7,202.31,203.92,29940718
2020-07-17,204.47,205.04,201.39,202.88,31636069
2020-07-20,205,212.3,203.01,211.6,36884836
2020-07-21,213.66,213.94,208.03,208.75,38105777
2020-07-22,209.2,212.3,208.39,211.75,49605912
2020-07-23,207.19,210.92,202.15,202.54,67459860
2020-07-24,200.42,202.86,197.51,201.3,39828242
2020-07-27,201.47,203.97,200.86,203.85,30161191
2020-07-28,203.61,204.7,201.74,202.02,23251401
2020-07-29,202.5,204.65,202.01,204.06,19632811
2020-07-30,201,204.46,199.57,203.9,25079662
2020-07-31,204.4,205.1,199.01,205.01,51267520
2020-08-03,211.52,217.64,210.44,216.54,78983404
2020-08-04,214.17,214.77,210.31,213.29,49282659
2020-08-05,214.9,215,211.57,212.94,28858771
2020-08-06,212.34,216.3705,211.55,216.35,32663143
2020-08-07,214.85,215.7,210.93,212.48,27831491
2020-08-10,211.67,211.88,206.35,208.25,36716691
2020-08-11,207.155,207.65,203.14,203.38,36446672
2020-08-12,205.29,210.28,204.75,209.19,28041389
2020-08-13,209.44,211.35,208.15,208.7,22588870
2020-08-14,208.76,209.59,207.51,208.9,17956536
2020-08-17,209.6,211.1874,208.915,210.28,20186797
2020-08-18,210.53,212.36,209.21,211.49,21336187
2020-08-19,211.49,212.1,209.25,209.7,27627603
2020-08-20,209.54,215,208.91,214.58,26981823
2020-08-21,213.86,216.25,212.85,213.02,36263115
2020-08-24,214.79,215.52,212.43,213.69,25473277
2020-08-25,213.1,216.61,213.1,216.47,23044006
2020-08-26,217.85,222.09,217.36,221.15,39600832
2020-08-27,222.89,231.15,219.4,226.58,57612246
2020-08-28,228.18,230.644,226.58,228.91,26314053
2020-08-31,227,228.7,224.31,225.53,28779232
2020-09-01,225.51,227.45,224.43,227.27,25791235
2020-09-02,227.97,232.86,227.35,231.65,34080963
2020-09-03,229.27,229.31,214.9602,217.3,58570024
2020-09-04,215.1,218.3599,205.19,214.25,59664416
2020-09-08,206.5,210.03,202.2,202.66,52926464
2020-09-09,207.6,214.8399,206.7,211.29,45678987
2020-09-10,213.4,214.74,204.11,205.37,35492914
2020-09-11,207.2,208.63,201.24,204.03,33812131
2020-09-14,204.24,209.2,204.03,205.41,30376358
2020-09-15,208.42,209.78,206.93,208.78,21824449
2020-09-16,210.62,210.65,204.64,205.05,26372349
2020-09-17,200.05,204.33,199.96,202.91,34011635
2020-09-18,202.72,203.65,196.25,200.39,55272349
2020-09-21,197.19,202.71,196.38,202.54,39850754
2020-09-22,205.06,208.1,202.075,207.42,34202480
2020-09-23,207.9,208.1,200.03,200.59,30803782
2020-09-24,199.85,205.57,199.2,203.19,31202493
2020-09-25,203.55,209.04,202.54,207.82,29437312
2020-09-28,210.88,212.57,208.06,209.54,32005286
2020-09-29,209.35,210.07,206.81,207.26,24464667
2020-09-30,207.73,211.98,206.54,210.33,33829382
2020-10-01,213.49,213.99,211.32,212.46,27158419
2020-10-02,208,210.99,205.54,206.19,33167891
2020-10-05,207.22,210.41,206.98,210.38,21331966
2020-10-06,208.82,210.18,204.82,205.91,28554261
2020-10-07,207.06,210.11,206.72,209.83,25681079
2020-10-08,210.51,211.19,208.32,210.58,19925852
2020-10-09,211.23,215.86,211.23,215.81,26458378
2020-10-12,218.79,223.86,216.81,221.4,40461789
2020-10-13,222.72,225.21,220.43,222.86,28985119
2020-10-14,223,224.22,219.13,220.86,23451715
2020-10-15,217.1,220.36,216.01,219.66,22812658
2020-10-16,220.15,222.29,219.32,219.66,26410282
2020-10-19,220.415,222.3,213.72,214.22,27627041
2020-10-20,215.8,217.37,213.0901,214.65,22753520
2020-10-21,213.12,216.92,213.12,214.8,22724906
2020-10-22,213.93,216.055,211.7,214.89,22351525
2020-10-23,215.03,216.28,213.16,216.23,18888918
2020-10-26,213.85,216.3399,208.1,210.08,37114960
2020-10-27,211.59,214.67,210.329,213.25,36700975
2020-10-28,207.67,208.84,202.1,202.47,51196037
2020-10-29,204.07,207.36,203.37,204.72,31434545
2020-10-30,203.5,204.29,199.62,202.47,36980222
2020-11-02,204.29,205.28,200.12,202.33,30843728
2020-11-03,203.89,208.12,203.12,206.43,27515318
2020-11-04,214.02,218.32,212.4185,216.39,42311857
2020-11-05,222.04,224.12,221.15,223.29,36081139
2020-11-06,222.26,224.36,218.03,223.72,25247272
2020-11-09,224.435,228.12,217.88,218.39,44403263
2020-11-10,214.5,216.5,209.72,211.01,44045979
2020-11-11,212.39,218.04,212.2,216.55,29475788
2020-11-12,217.21,219.11,214.46,215.44,21694114
2020-11-13,216.53,217.42,214.16,216.51,18630360
2020-11-16,214.87,217.74,214.52,217.23,25719713
2020-11-17,216.1,217.68,214.08,214.46,24415409
2020-11-18,213.65,215.17,210.93,211.08,28372889
2020-11-19,211.38,213.03,209.93,212.42,24792746
2020-11-20,212.2,213.285,210,210.39,22843149
2020-11-23,210.95,212.29,208.16,210.11,25722599
2020-11-24,209.59,214.25,208.86,213.86,33979785
2020-11-25,215.11,215.29,212.46,213.87,21013120
2020-11-27,214.85,216.27,214.04,215.23,14512213
2020-11-30,214.1,214.76,210.835,214.07,33064876
2020-12-01,214.51,217.32,213.35,216.21,31318174
2020-12-02,214.88,215.47,212.8,215.37,23727872
2020-12-03,214.61,216.3757,213.65,214.24,25120967
2020-12-04,214.22,215.38,213.18,214.36,25000039
2020-12-07,214.37,215.54,212.99,214.29,24620029
2020-12-08,213.97,216.95,212.89,216.01,23284876
2020-12-09,215.16,215.225,211.214,211.8,32441513
2020-12-10,211.77,213.08,210.36,210.52,26967033
2020-12-11,210.05,213.32,209.11,213.26,30999951
2020-12-14,213.1,216.21,212.88,214.2,28850497
2020-12-15,215.165,215.42,212.24,214.13,27026063
2020-12-16,214.75,220.11,214.72,219.28,35035729
2020-12-17,219.87,220.89,217.92,219.42,32548648
2020-12-18,218.59,219.69,216.02,218.59,63355438
2020-12-21,217.55,224,217.2801,222.59,37181978
2020-12-22,222.69,225.63,221.85,223.94,22750452
2020-12-23,223.11,223.5589,220.8,221.02,18699638
2020-12-24,221.42,223.61,221.2,222.75,10550586
2020-12-28,224.45,226.03,223.02,224.96,17933958
2020-12-29,226.31,227.18,223.58,224.15,17403213
2020-12-30,225.23,225.63,221.47,221.68,20272337
2020-12-31,221.7,223,219.68,222.42,20942536
